full_name,a,e,i,om,w,q,ad,per_y,data_arc,n_obs_used,H,first_obs,epoch
       (2023 HF),1.427,0.459,12.3,27.45,256.09,0.772,2.08,1.71,3,44,27.42,2023-04-16,2460200.5
       (2023 HG),1.587,0.414,4.82,197.56,321.6,0.93,2.24,2,8,30,27.04,2023-04-16,2460200.5
       (2023 HH),1.437,0.3949,4.57,207.96,58.31,0.869,2,1.72,2,29,28.97,2023-04-16,2460200.5
       (2023 HJ),2.109,0.5383,1.39,188.13,48.85,0.974,3.24,3.06,4,30,27.63,2023-04-16,2460200.5
       (2023 HK),2.179,0.6316,6.07,30.78,239.95,0.803,3.56,3.22,4,73,27.19,2023-04-16,2460200.5
       (2023 HL),1.059,0.0259,1.26,80.08,193.18,1.031,1.09,1.09,121,51,26.95,2023-03-26,2460200.5
       (2023 HM),0.8341,0.6699,2.22,30.7,28.51,0.275,1.39,0.762,2,18,27.82,2023-04-16,2460200.5
       (2023 HN),2.455,0.6319,23.96,204.61,316.03,0.904,4.01,3.85,2,15,26.15,2023-04-16,2460050.5
       (2023 HO),2.5,0.809,3.48,202.56,258.11,0.478,4.52,3.95,10,42,25.44,2023-04-16,2460056.5
       (2023 HP),1.947,0.5632,15.72,18.18,118,0.85,3.04,2.72,13,42,23.68,2023-04-16,2460052.5
       (2023 HQ),2.068,0.5035,2.28,52.37,173.68,1.027,3.11,2.97,3,27,26.46,2023-04-16,2460050.5
       (2023 HR),1.317,0.184,21.68,199.12,63.84,1.075,1.56,1.51,11,28,24.01,2023-04-16,2460052.5
       (2023 HS),1.547,0.4294,0.35,49.66,102.23,0.883,2.21,1.92,27,72,27.64,2023-04-17,2460200.5
       (2023 HT),1.911,0.517,1.88,27.84,220.6,0.923,2.9,2.64,1,27,29.98,2023-04-17,2460200.5
       (2023 HU),2.017,0.5901,6.61,184.12,316.44,0.827,3.21,2.87,12,27,24.3,2023-04-16,2460052.5
       (2023 HV),1.38,0.2727,1.84,204.68,24.78,1.004,1.76,1.62,17,38,26.91,2023-04-16,2460200.5
       (2023 HW),1.333,0.1897,9.9,200.26,357.3,1.08,1.59,1.54,11,28,25.2,2023-04-16,2460052.5
       (2023 HX),2.049,0.5604,5.3,5.02,252.93,0.901,3.2,2.93,8,24,24.8,2023-04-16,2460051.5
       (2023 HY),1.762,0.5806,4.52,25.81,104.63,0.739,2.78,2.34,5,26,28.38,2023-04-16,2460052.5
       (2023 HZ),1.145,0.4336,3.87,203.34,261.6,0.648,1.64,1.22,1,17,29.08,2023-04-16,2460200.5
       (2023 HA1),1.135,0.4874,10.93,196.18,124.58,0.582,1.69,1.21,7,23,24.55,2023-04-16,2460056.5
       (2023 HB1),1.249,0.1948,23,26.76,154.13,1.006,1.49,1.4,1,26,26.08,2023-04-17,2460200.5
       (2023 HC1),2.006,0.5352,7.13,205.58,318.73,0.932,3.08,2.84,3,37,27.41,2023-04-17,2460200.5
       (2023 HD1),1.483,0.277,5.43,24.17,203.01,1.072,1.89,1.81,46,24,25.35,2023-03-18,2460200.5
       (2023 HE1),1.999,0.4623,0.6,74.64,116.47,1.075,2.92,2.83,9,30,25.66,2023-04-14,2460050.5
       (2023 HF1),1.146,0.1528,4.62,108.9,199,0.971,1.32,1.23,236,92,23.68,2023-03-28,2460200.5
       (2023 HG1),1.068,0.0886,2.21,200.38,81.27,0.973,1.16,1.1,44,37,26.33,2023-03-26,2460200.5
       (2023 HH1),1.912,0.4085,42.76,193.23,80.5,1.131,2.69,2.64,173,22,21.72,2023-03-26,2460200.5
       (2023 HJ1),1.578,0.3559,2.99,29.49,190.95,1.016,2.14,1.98,30,30,26.44,2023-03-19,2460200.5
       (2023 HK1),1.162,0.3736,12.87,18.05,288.99,0.728,1.6,1.25,25,22,24.75,2023-03-28,2460200.5
       (2023 HL1),0.8473,0.2159,4.99,53.69,333.01,0.664,1.03,0.78,37,45,25.25,2023-04-09,2460200.5
       (2023 HO1),1.692,0.5434,10.66,175.06,148.53,0.772,2.61,2.2,86,76,20.87,2023-04-14,2460200.5
       (2023 HP1),1.845,0.497,4.51,44.35,229.14,0.928,2.76,2.51,154,107,22.86,2023-04-16,2460200.5
       (2023 HQ1),1.769,0.4424,28.75,205.94,323.41,0.987,2.55,2.35,7,42,24.67,2023-04-17,2460053.5
       (2023 HR1),0.9763,0.3997,20.47,207.29,120.69,0.586,1.37,0.965,2,39,26.22,2023-04-17,2460200.5
       (2023 HS1),1.33,0.2313,1.69,32.87,182.61,1.022,1.64,1.53,7,49,28.01,2023-04-18,2460200.5
       (2023 HT1),1.693,0.5661,28.32,207.43,278.22,0.735,2.65,2.2,2,18,25.57,2023-04-17,2460051.5
       (2023 HU1),1.866,0.6142,16.85,76.47,43.43,0.72,3.01,2.55,53,94,20.77,2023-04-18,2460200.5
       (2023 HV1),1.285,0.2024,11.22,26.16,210.75,1.025,1.55,1.46,9,53,25.99,2023-04-18,2460200.5
       (2023 HW1),1.751,0.4839,4.04,19.27,242.37,0.904,2.6,2.32,7,61,24.85,2023-04-18,2460200.5
       (2023 HX1),2.453,0.6057,0.39,161.92,79.12,0.967,3.94,3.84,2,29,27.5,2023-04-18,2460052.5
       (2023 HD2),2.833,0.6529,0.04,125.97,53.16,0.983,4.68,4.77,5,25,26.39,2023-04-16,2460054.5
       (2023 HE2),1.339,0.1746,22.95,205.72,29.24,1.105,1.57,1.55,6,36,24.76,2023-04-18,2460053.5
       (2023 HF2),1.289,0.4933,23.94,205.96,266.5,0.653,1.92,1.46,25,70,25.11,2023-04-19,2460200.5
       (2023 HG2),1.777,0.4894,19.18,29.65,122.65,0.907,2.65,2.37,21,64,23.61,2023-04-19,2460200.5
       (2023 HH2),1.295,0.2289,12.42,211.73,34.55,0.999,1.59,1.47,14,55,24.88,2023-04-19,2460200.5
       (2023 HJ2),1.09,0.3753,2.75,29.47,284.66,0.681,1.5,1.14,5,41,27.39,2023-04-19,2460200.5
       (2023 HK2),2.614,0.5493,19.59,225.39,338.63,1.178,4.05,4.23,97,180,20.32,2023-04-17,2460200.5
       (2023 HL2),2.282,0.5577,3.94,202.51,36.32,1.009,3.56,3.45,5,31,25.54,2023-04-19,2460054.5
       (2023 HM2),1.212,0.2324,9.45,187.23,324.93,0.931,1.49,1.33,37,53,23.86,2023-04-19,2460200.5
       (2023 HN2),2.896,0.6009,20.32,220.86,300.51,1.156,4.64,4.93,31,72,21.18,2023-04-17,2460200.5
       (2023 HO2),0.8793,0.4822,24.56,205.59,198.33,0.455,1.3,0.824,24,38,22.74,2023-04-18,2460200.5
       (2023 HP2),2.14,0.4879,4.9,33.72,155.99,1.096,3.18,3.13,21,31,25.04,2023-04-19,2460055.5
       (2023 HQ2),3.368,0.7979,67.25,232.18,135.92,0.681,6.06,6.18,307,716,16.33,2023-04-18,2460200.5
       (2023 HS2),3.375,0.6818,16.72,205.41,335.92,1.074,5.68,6.2,25,33,22.82,2023-04-18,2460200.5
       (2023 HT2),1.247,0.2311,32.02,208.17,316.89,0.959,1.54,1.39,1,39,25.32,2023-04-20,2460200.5
       (2023 HU2),0.8922,0.5539,17.8,205.36,229.21,0.398,1.39,0.843,7,43,24.77,2023-04-20,2460200.5
       (2023 HV2),1.615,0.4216,44.03,32.45,222.38,0.934,2.3,2.05,4,53,24.8,2023-04-20,2460055.5
       (2023 HW2),1.545,0.4133,13.19,35.85,224.05,0.906,2.18,1.92,4,33,25.49,2023-04-20,2460055.5
       (2023 HX2),1.553,0.3596,9.54,196.5,347.37,0.995,2.11,1.94,54,72,25.23,2023-04-20,2460200.5
       (2023 HY2),2.551,0.5996,24.73,192.2,271.85,1.022,4.08,4.08,6,18,19.84,2023-04-16,2460053.5
       (2023 HA3),1.908,0.7026,11.19,152.21,181.15,0.567,3.25,2.63,37,31,20.75,2023-04-16,2460200.5
       (2023 HB3),1.077,0.3465,16.34,26.6,58.32,0.704,1.45,1.12,6,14,25.66,2023-04-16,2460052.5
       (2023 HC3),0.9509,0.2507,3.84,245.24,195,0.712,1.19,0.927,34,61,23.92,2023-04-20,2460200.5
       (2023 HD3),2.144,0.5243,3.08,155.41,41.93,1.02,3.27,3.14,5,25,25.78,2023-04-20,2460055.5
       (2023 HE3),1.342,0.5722,5.77,210.36,102.83,0.574,2.11,1.55,1,32,26.87,2023-04-21,2460055.5
       (2023 HF3),1.383,0.4128,5.94,30.24,108.81,0.812,1.95,1.63,4,33,29.16,2023-04-21,2460200.5
       (2023 HG3),0.8812,0.3986,1.81,13.59,60.41,0.53,1.23,0.827,6,30,26.63,2023-04-21,2460200.5
       (2023 HH3),2.294,0.6127,6.34,214.12,46.75,0.888,3.7,3.47,4,46,27.14,2023-04-21,2460200.5
       (2023 HJ3),1.126,0.0752,12.76,211.67,312.47,1.041,1.21,1.19,3,26,26.39,2023-04-21,2460056.5
       (2023 HK3),1.305,0.2688,0.3,339.79,280.3,0.954,1.66,1.49,4,26,27.97,2023-04-21,2460200.5
       (2023 HL3),2.331,0.6283,0.42,10.78,256.85,0.866,3.8,3.56,5,39,26.66,2023-04-19,2460056.5
       (2023 HM3),1.777,0.5221,37.12,31.3,115.36,0.849,2.7,2.37,8,75,24.97,2023-04-21,2460056.5
       (2023 HN3),2.139,0.5883,12,62.25,205.11,0.88,3.4,3.13,13,26,23.09,2023-04-11,2460055.5
       (2023 HR3),1.972,0.3472,6.53,226.85,343.67,1.287,2.66,2.77,36,37,22.35,2023-04-19,2460200.5
       (2023 HS3),1.968,0.5761,7.35,175.19,133.48,0.834,3.1,2.76,3997,114,20.95,2012-12-09,2460200.5
       (2023 HT3),0.8144,0.3301,25.73,33.59,20.56,0.546,1.08,0.735,18,78,24.05,2023-04-22,2460200.5
       (2023 HU3),0.9955,0.4291,31.9,210.83,241.15,0.568,1.42,0.993,5,53,25.06,2023-04-22,2460058.5
       (2023 HV3),1.129,0.0986,6.47,22.36,229.54,1.017,1.24,1.2,172,23,24.45,2023-04-16,2460200.5
       (2023 HW3),1.914,0.5155,19.35,32.73,219.04,0.927,2.9,2.65,,17,28.91,2023-04-22,2460200.5
       (2023 HY3),1.733,0.3949,7.98,38.57,178.26,1.048,2.42,2.28,23,53,25.22,2023-04-10,2460200.5
       (2023 HZ3),1.444,0.3636,3.75,36.27,230,0.919,1.97,1.74,5,68,27.75,2023-04-22,2460200.5
       (2023 HA4),1.387,0.1865,31.86,53.19,182.37,1.128,1.65,1.63,56,65,22.18,2023-04-20,2460200.5
       (2023 HB4),0.7136,0.4616,5.32,211.47,165.98,0.384,1.04,0.603,1,71,26.84,2023-04-23,2460200.5
       (2023 HC4),1.808,0.436,1.67,94.22,127.54,1.02,2.6,2.43,6,36,26.27,2023-04-22,2460200.5
       (2023 HD4),0.9447,0.4713,9.53,212.19,233.68,0.499,1.39,0.918,6,64,26.04,2023-04-23,2460200.5
       (2023 HE4),2.078,0.5151,16.51,211.72,9.25,1.008,3.15,3,2,30,26.95,2023-04-23,2460058.5
       (2023 HF4),2.398,0.5938,1.28,208.1,31.34,0.974,3.82,3.71,2,35,28.6,2023-04-23,2460200.5
       (2023 HH4),1.401,0.2839,25.81,61.78,224.89,1.004,1.8,1.66,64,43,21.99,2023-04-22,2460200.5
       (2023 HJ4),1.313,0.2945,17.5,212.46,308.38,0.926,1.7,1.5,3,43,26.96,2023-04-24,2460200.5
       (2023 HM4),1.011,0.0487,1.54,68.22,34.28,0.962,1.06,1.02,86,102,27.69,2023-04-14,2460200.5
       (2023 HN4),1.689,0.5949,8.43,76.37,228.04,0.684,2.69,2.19,13,24,23.6,2023-04-15,2460056.5
       (2023 HO4),1.016,0.1721,7.51,144.11,208.39,0.841,1.19,1.02,46,31,23.16,2023-04-15,2460200.5
       (2023 HP4),1.177,0.1129,13.35,215.91,354.84,1.044,1.31,1.28,16,43,25.79,2023-04-23,2460200.5
       (2023 HQ4),1.034,0.1594,10.45,209.88,258.96,0.869,1.2,1.05,13,24,25.8,2023-04-23,2460200.5
       (2023 HR4),1.26,0.5266,25.48,213.51,249.03,0.597,1.92,1.41,3,30,23.75,2023-04-24,2460059.5
       (2023 HS4),1.718,0.3963,8.13,219.44,324.88,1.037,2.4,2.25,15,38,25,2023-04-23,2460200.5
       (2023 HT4),1.934,0.4835,10.28,41.02,192.82,0.999,2.87,2.69,67,57,23.27,2023-04-09,2460200.5
       (2023 HU4),1.794,0.44,7.71,216.08,10.88,1.005,2.58,2.4,3,114,26.77,2023-04-25,2460200.5
       (2023 HV4),2.147,0.9062,4.13,226.92,207.02,0.201,4.09,3.15,5,29,24.71,2023-04-21,2460055.5
       (2023 HW4),1.3,0.2161,6.39,203.74,17.15,1.019,1.58,1.48,10,16,26.97,2023-04-16,2460200.5
       (2023 HX4),2.03,0.518,22.29,150.59,170.61,0.979,3.08,2.89,1343,186,19.99,2020-04-03,2460200.5
       (2023 HY4),1.932,0.4127,4,333.83,169.16,1.135,2.73,2.68,147,34,21.62,2022-12-26,2460200.5
       (2023 HZ4),1.721,0.7116,2.02,254.92,70.78,0.496,2.94,2.26,8,37,23.97,2023-04-24,2460059.5
       (2023 HK5),2.125,0.5219,4.67,52.32,181.5,1.016,3.23,3.1,30,18,25.67,2023-03-27,2460200.5
       (2023 HL5),1.058,0.2408,9.09,208.99,270.26,0.803,1.31,1.09,20,25,27.52,2023-04-24,2460200.5
       (2023 HM5),1.533,0.2723,12.4,216.46,337.81,1.116,1.95,1.9,47,47,22.84,2023-04-24,2460200.5
       (2023 HN5),2.418,0.5217,22.48,218.35,357.02,1.157,3.68,3.76,45,69,22.33,2023-04-24,2460200.5
       (2023 HO5),1.937,0.4928,8.45,39.68,147.05,0.983,2.89,2.7,8,98,26.25,2023-04-25,2460200.5
       (2023 HP5),1.595,0.3609,3.78,42.57,169.95,1.02,2.17,2.02,7,55,27.63,2023-04-25,2460200.5
       (2023 HQ5),1.194,0.5478,6.48,195.97,263.95,0.54,1.85,1.31,5,20,24.68,2023-04-22,2460060.5
       (2023 HR5),2.019,0.5364,11.47,102.67,185.13,0.936,3.1,2.87,189,64,21.01,2023-04-12,2460200.5
       (2023 HS5),2.683,0.862,15.98,176.51,164,0.37,5,4.4,37,30,20.99,2023-04-16,2460200.5
       (2023 HT5),1.92,0.5651,2.85,114.03,27.18,0.835,3,2.66,3,20,24.56,2023-04-24,2460059.5
       (2023 HU5),0.979,0.2252,7.15,208.01,252.84,0.759,1.2,0.969,3,19,27.58,2023-04-24,2460200.5
       (2023 HV5),1.527,0.3886,5.45,42.35,221.74,0.934,2.12,1.89,8,70,27.16,2023-04-24,2460200.5
       (2023 HW5),1.849,0.435,12.34,40.76,177.93,1.044,2.65,2.51,3,34,25.62,2023-04-25,2460059.5
       (2023 HX5),2.553,0.6515,23.05,46.48,110.06,0.89,4.22,4.08,30,45,23.19,2023-04-25,2460200.5
       (2023 HY5),2.592,0.7013,10.34,145.57,338.87,0.774,4.41,4.17,3,20,22.22,2023-04-25,2460060.5
       (2023 HZ5),1.773,0.4382,3.19,209.72,348.94,0.996,2.55,2.36,1,27,27.89,2023-04-26,2460060.5
       (2023 HA6),2.128,0.4067,37.33,54.09,91.5,1.263,2.99,3.1,36,29,20.91,2023-04-15,2460200.5
       (2023 HD6),2.007,0.53,3.22,206.11,326.77,0.943,3.07,2.84,6,27,27.39,2023-04-24,2460060.5
       (2023 HE6),1.278,0.2468,14.32,39.59,251.55,0.963,1.59,1.44,23,25,24.36,2023-04-17,2460200.5
       (2023 HF6),1.107,0.2217,17.95,38.09,267.98,0.861,1.35,1.16,9,18,25.22,2023-04-24,2460200.5
       (2023 HG6),1.453,0.2325,20.53,49.48,181.29,1.115,1.79,1.75,28,38,23.95,2023-04-25,2460200.5
       (2023 HH6),2.223,0.7343,1.89,210.3,274.78,0.591,3.85,3.31,5,23,26.2,2023-04-25,2460061.5
       (2023 HJ6),1.162,0.1723,17.9,199.82,102.75,0.962,1.36,1.25,24,26,22.91,2023-04-18,2460062.5
       (2023 HK6),2.149,0.8154,7.5,126.13,333.17,0.397,3.9,3.15,2,22,23.01,2023-04-26,2460061.5
       (2023 HL6),1.376,0.2633,3.07,62.42,127.45,1.013,1.74,1.61,31,29,26.78,2023-04-26,2460200.5
       (2023 HM6),2.003,0.5182,1.96,194.07,342.81,0.965,3.04,2.83,28,39,24.08,2023-04-26,2460200.5
       (2023 HO6),1.751,0.4214,8.29,99.28,199.71,1.013,2.49,2.32,199,981,21.37,2023-04-25,2460200.5
       (2023 HR6),2.831,0.6086,30.14,78.91,226.52,1.108,4.55,4.76,208,59,19.33,2023-04-12,2460200.5
       (2023 HT6),2.629,0.6229,0.96,71.19,169.88,0.991,4.27,4.26,7,22,26.17,2023-04-27,2460062.5
       (2023 HU6),2.301,0.5072,5.47,109.19,125.9,1.134,3.47,3.49,46,48,23.95,2023-04-27,2460200.5
       (2023 HV6),2.004,0.5036,12.44,37.12,159.5,0.995,3.01,2.84,5,16,24.91,2023-04-24,2460060.5
       (2023 HW6),1.413,0.2599,29.44,45.92,104.9,1.045,1.78,1.68,15,24,23.68,2023-04-27,2460062.5
       (2023 HX6),0.9521,0.3545,19.89,216.97,241.25,0.615,1.29,0.929,10,54,26.04,2023-04-28,2460200.5
       (2023 HA7),1.135,0.3981,7.51,199.49,126.1,0.683,1.59,1.21,5,20,25.32,2023-04-28,2460063.5
       (2023 HB7),0.9538,0.1855,1.54,130.61,302.08,0.777,1.13,0.932,15,33,25.25,2023-04-28,2460200.5
       (2023 HC7),1.374,0.2897,2.16,52.57,117.46,0.976,1.77,1.61,27,35,25.61,2023-04-28,2460200.5
       (2023 HD7),1.838,0.5128,2.15,41.31,226.08,0.896,2.78,2.49,1,32,28.6,2023-04-29,2460200.5
       (2023 HE7),2.603,0.809,25.3,207.45,115.51,0.497,4.71,4.2,11,22,23.53,2023-04-19,2460062.5
       (2023 HF7),2.398,0.6252,3.72,43.44,224.22,0.899,3.9,3.71,4,68,26.77,2023-04-29,2460200.5
       (2023 HG7),1.069,0.3605,11.69,217.65,256.92,0.684,1.45,1.11,15,41,27.04,2023-04-29,2460200.5
       (2023 HH7),1.403,0.6713,21.67,43.6,290.36,0.461,2.34,1.66,9,39,25.52,2023-04-23,2460061.5
       (2023 HJ7),2.03,0.9347,18.23,214.72,152.22,0.133,3.93,2.89,11,44,23,2023-04-23,2460062.5
       (2023 HK7),1.156,0.1717,28,218.24,298.62,0.958,1.35,1.24,13,30,24.71,2023-04-29,2460064.5
       (2023 HL7),2.149,0.5457,14.92,44.28,236.45,0.976,3.32,3.15,37,33,22.97,2023-04-17,2460200.5
       (2023 HM7),2.852,0.7287,6.06,213.87,300.3,0.774,4.93,4.82,2,23,26.59,2023-04-29,2460063.5
       (2023 HN7),2.648,0.5758,39,219.83,37.79,1.123,4.17,4.31,28,51,21.67,2023-04-28,2460200.5
       (2023 HO7),2.061,0.4575,7.94,43.73,185.63,1.118,3,2.96,27,20,25.35,2023-04-28,2460063.5
       (2023 HP7),1.258,0.3499,2.76,52.68,88.74,0.818,1.7,1.41,12,47,25.57,2023-04-30,2460200.5
       (2023 HQ7),0.8576,0.2718,12.58,217.42,208.1,0.625,1.09,0.794,18,60,24.73,2023-04-30,2460200.5
       (2023 HS7),2.256,0.786,31.64,85.74,357.86,0.483,4.03,3.39,40,45,18.98,2023-04-29,2460200.5
       (2023 HT7),2.489,0.6066,11.22,51.2,229.02,0.979,4,3.93,35,21,23.21,2023-04-18,2460200.5
       (2023 HU7),1.702,0.2583,39.03,69.07,63.12,1.263,2.14,2.22,48,70,19.87,2023-04-27,2460200.5
       (2023 HV7),3.422,0.8015,21.8,14.32,323.94,0.679,6.17,6.33,258,80,18.62,2023-04-24,2460200.5
       (2023 HA8),2.423,0.4834,24.56,27.45,226.67,1.252,3.6,3.77,108,53,19.46,2023-04-30,2460200.5
       (2023 HV8),2.111,0.5382,6.18,15.84,274.53,0.975,3.25,3.07,177,36,22.75,2023-04-17,2460200.5
       (2023 HY8),1.733,0.4924,27.52,217.48,76.02,0.88,2.59,2.28,27,17,23.38,2023-04-15,2460200.5
       (2023 HG11),1.055,0.0135,0.84,213.55,52.32,1.041,1.07,1.08,57,31,28.37,2023-04-17,2460200.5
       (2023 HL12),1.759,0.4421,8.68,203.31,74.83,0.982,2.54,2.33,36,26,24.58,2023-04-16,2460200.5
       (2023 HO18),1.146,0.1181,7.32,72.88,200.88,1.011,1.28,1.23,44,360,25.48,2023-04-22,2460200.5
       (2023 JA),1.515,0.2672,11.68,206.83,8.71,1.11,1.92,1.86,28,26,23.89,2023-05-01,2460200.5
       (2023 JB),1.733,0.5169,20.43,113.08,29.31,0.837,2.63,2.28,39,51,21.51,2023-05-01,2460200.5
       (2023 JD),0.9365,0.1674,16.83,49.21,304.02,0.78,1.09,0.906,2,31,26.72,2023-05-07,2460200.5
       (2023 JE),1.183,0.2728,9.07,60.95,89.01,0.861,1.51,1.29,32,98,24.18,2023-05-07,2460200.5
       (2023 JF),1.625,0.3911,3.44,49.93,201.3,0.989,2.26,2.07,2,76,27.65,2023-05-08,2460200.5
       (2023 JG),2.058,0.6127,9.2,62.76,228.57,0.797,3.32,2.95,13,27,24.24,2023-04-26,2460071.5
       (2023 JH),1.651,0.3898,5.24,50.29,163.8,1.008,2.3,2.12,1,48,28.23,2023-05-08,2460200.5
       (2023 JJ),0.8819,0.1715,6.58,228.27,198.54,0.731,1.03,0.828,13,47,26.84,2023-05-09,2460200.5
       (2023 JK),2.044,0.5185,5.43,236.78,29.66,0.984,3.1,2.92,34,172,24.79,2023-04-24,2460200.5
       (2023 JL),1.944,0.5397,6.12,228.4,49.77,0.895,2.99,2.71,1,56,27.78,2023-05-10,2460200.5
       (2023 JM),1.274,0.4368,5.08,226.66,89.95,0.717,1.83,1.44,1,32,27.42,2023-05-09,2460200.5
       (2023 JN),2.044,0.5151,12.72,227.17,334.67,0.991,3.1,2.92,10,61,26.17,2023-05-09,2460200.5
       (2023 JO),2.162,0.6855,4.88,227.8,281.23,0.68,3.64,3.18,1,19,29.21,2023-05-09,2460200.5
       (2023 JP),1.777,0.4289,8.28,52.68,162.61,1.015,2.54,2.37,6,39,25.67,2023-05-09,2460074.5
       (2023 JQ),2.013,0.4996,8.57,228.62,10.73,1.008,3.02,2.86,1,38,28.09,2023-05-10,2460200.5
       (2023 JR),1.628,0.3516,51.13,226.53,32.17,1.055,2.2,2.08,1,25,23.93,2023-05-09,2460073.5
       (2023 JS),1.572,0.3714,24.99,50.97,213.32,0.988,2.16,1.97,4,24,24.3,2023-05-09,2460074.5
       (2023 JT),0.9264,0.17,14.84,228.52,221.06,0.769,1.08,0.892,12,52,25.71,2023-05-10,2460200.5
       (2023 JU),1.685,0.3945,6.71,228.09,343.38,1.02,2.35,2.19,11,39,27.1,2023-05-10,2460200.5
       (2023 JV),1.041,0.1401,26.62,217.03,258.1,0.895,1.19,1.06,35,29,24.64,2023-05-09,2460200.5
       (2023 JW),2.274,0.5697,5.73,218.31,60.2,0.978,3.57,3.43,13,35,24.66,2023-05-10,2460076.5
       (2023 JX),1.615,0.3451,11.27,73.15,98.79,1.057,2.17,2.05,17,35,22.74,2023-05-10,2460077.5
       (2023 JY),2.129,0.608,13.19,227.4,303.4,0.834,3.42,3.11,2,20,28.37,2023-05-10,2460200.5
       (2023 JZ),2.281,0.5366,12.78,227.16,8.76,1.057,3.51,3.45,8,20,26.44,2023-05-10,2460074.5
       (2023 JA1),0.8987,0.233,1.45,210.62,236.92,0.689,1.11,0.852,16,30,26.56,2023-05-10,2460200.5
       (2023 JC1),2.087,0.6382,3.42,54.65,102.53,0.755,3.42,3.02,2,16,27.44,2023-05-11,2460075.5
       (2023 JD1),1.883,0.4589,3.77,58.6,159.17,1.019,2.75,2.58,5,54,26.27,2023-05-12,2460200.5
       (2023 JE1),1.155,0.1259,17.35,48.49,98.21,1.009,1.3,1.24,10,19,24.61,2023-05-11,2460076.5
       (2023 JF1),1.574,0.2423,32.52,230.75,301.13,1.193,1.96,1.97,16,20,22.39,2023-05-10,2460200.5
       (2023 JG1),2.767,0.578,24.98,44.98,262.33,1.167,4.37,4.6,5170,67,20,2009-05-14,2460200.5
       (2023 JH1),2.307,0.538,4.92,61.17,171.38,1.066,3.55,3.5,16,18,25.88,2023-04-27,2460076.5
       (2023 JJ1),2.688,0.6432,9.73,222.23,333.8,0.959,4.42,4.41,16,22,26.03,2023-05-08,2460200.5
       (2023 JK1),2.086,0.4982,10.5,67.2,177.81,1.047,3.12,3.01,14,23,24.98,2023-05-09,2460076.5
       (2023 JL1),1.015,0.1715,10.18,50.62,284.05,0.841,1.19,1.02,2,31,27.29,2023-05-11,2460200.5
       (2023 JM1),1.256,0.2287,3.77,230.09,60.26,0.969,1.54,1.41,24,55,26.01,2023-05-10,2460200.5
       (2023 JN1),1.529,0.3146,18.9,226.59,31.88,1.048,2.01,1.89,13,31,24.64,2023-05-11,2460077.5
       (2023 JO1),1.504,0.3659,3.4,227.43,49.42,0.954,2.05,1.85,2,22,26.99,2023-05-11,2460200.5
       (2023 JP1),1.333,0.4012,4.03,141.32,173.04,0.798,1.87,1.54,5,24,24.51,2023-05-11,2460076.5
       (2023 JQ1),1.809,0.3892,8.08,221.47,19.65,1.105,2.51,2.43,30,41,25.31,2023-05-11,2460200.5
       (2023 JR1),2.36,0.7184,1.09,60.57,251.66,0.665,4.06,3.63,3,43,27.39,2023-05-10,2460200.5
       (2023 JS1),1.83,0.4403,9.34,56.27,184.01,1.024,2.64,2.48,4,24,27.28,2023-05-12,2460200.5
       (2023 JT1),2.434,0.5425,2.33,120.22,143.43,1.114,3.76,3.8,74,87,23.4,2023-05-10,2460200.5
       (2023 JV1),3.236,0.6796,33.69,88.53,228.03,1.037,5.43,5.82,220,71,19.37,2023-05-11,2460200.5
       (2023 JW1),2.026,0.5745,33.08,229.21,58.33,0.862,3.19,2.88,2,17,25.41,2023-05-12,2460076.5
       (2023 JX1),0.9529,0.3805,10.04,70.69,32.29,0.59,1.32,0.93,13,32,24.71,2023-05-12,2460200.5
       (2023 JY1),1.966,0.4851,10.19,66.31,140.72,1.012,2.92,2.76,6,17,24.92,2023-05-08,2460075.5
       (2023 JZ1),1.624,0.5142,1.84,247.97,60.08,0.789,2.46,2.07,8,26,24.84,2023-05-10,2460078.5
       (2023 JA2),1.775,0.3663,25.72,64.93,231.47,1.125,2.42,2.36,44,51,22.41,2023-05-12,2460200.5
       (2023 JB2),2.266,0.5046,4.05,37.43,213.17,1.122,3.41,3.41,68,28,24.21,2023-05-10,2460200.5
       (2023 JD2),1.614,0.3985,19.56,57.69,136.2,0.971,2.26,2.05,27,141,23.72,2023-05-13,2460200.5
       (2023 JE2),1.624,0.4071,13.77,58.43,232.16,0.963,2.29,2.07,11,22,25.02,2023-05-10,2460077.5
       (2023 JF2),1.554,0.3223,17.77,57.69,225.94,1.053,2.05,1.94,32,32,24.61,2023-05-12,2460200.5
       (2023 JG2),1.853,0.5324,3.54,52.07,233.01,0.867,2.84,2.52,1,23,27.65,2023-05-11,2460200.5
       (2023 JH2),2.473,0.5781,7.49,40.14,246.66,1.044,3.9,3.89,155,43,21.97,2023-04-15,2460200.5
       (2023 JJ2),2.101,0.4959,13.63,230.55,4.76,1.059,3.14,3.04,8,25,24.97,2023-05-13,2460079.5
       (2023 JK2),2.612,0.5371,11.45,67.85,171.78,1.209,4.02,4.22,26,46,23.48,2023-05-13,2460200.5
       (2023 JL2),2.036,0.5165,3.22,90.31,177.93,0.985,3.09,2.91,11,28,24.7,2023-05-12,2460078.5
       (2023 JM2),1.838,0.4447,2.21,178.66,27.36,1.021,2.66,2.49,30,26,25.99,2023-04-24,2460200.5
       (2023 JN2),1.363,0.3911,33.6,232.78,290.82,0.83,1.9,1.59,1,36,27.08,2023-05-14,2460078.5
